Filename,Ground Truth,Predicted
45_2019_05_22_466.jpg,"{'Flower': 12, 'Bud': 11, 'Green Fruit': 17}","{'Flowerrotation': 11, 'Green Fruitrotation': 12, 'Budrotation': 7}"
45_2019_06_07_480.jpg,{'Green Fruit': 30},{'Green Fruitrotation': 18}
45_2019_06_17_488.jpg,"{'Green Fruit': 10, 'Red Fruit': 10}","{'Green Fruitrotation': 8, 'Red Fruitrotation': 7}"
45_2019_07_02_499.jpg,{},{}
45_2019_07_04_501.jpg,{},{}
45_2019_07_08_516.jpg,{},{}
45_2019_07_18_511.jpg,{},{}
45_2019_07_30_519.jpg,{},{}
45_2020_04_14_239.jpg,{},{}
45_2020_04_20_244.jpg,{'Bud': 10},{'Budrotation': 9}
45_2020_04_25_249.jpg,{'Bud': 21},{'Budrotation': 19}
45_2020_05_06_258.jpg,"{'Bud': 54, 'Flower': 3}","{'Budrotation': 44, 'Flowerrotation': 3}"
45_2020_05_07_259.jpg,"{'Bud': 58, 'Flower': 3}","{'Flowerrotation': 3, 'Budrotation': 40}"
45_2020_05_08_260.jpg,"{'Bud': 56, 'Flower': 4}","{'Flowerrotation': 3, 'Budrotation': 50}"
45_2020_05_09_261.jpg,"{'Green Fruit': 3, 'Flower': 9, 'Bud': 45}","{'Flowerrotation': 8, 'Budrotation': 31, 'Green Fruitrotation': 1}"
45_2020_06_24_299.jpg,{'Green Fruit': 5},{}
45_2020_07_09_313.jpg,{},{}
45_2020_07_11_314.jpg,{},{}
45_2020_07_25_325.jpg,{},{}
45_2021_03_30_135.jpg,{},{}
45_2021_04_18_146.jpg,{'Bud': 8},{'Budrotation': 4}
45_2021_04_19_147.jpg,{'Bud': 18},{'Budrotation': 15}
45_2021_04_22_150.jpg,{'Bud': 29},{'Budrotation': 24}
45_2021_04_28_156.jpg,{'Bud': 80},{'Budrotation': 60}
45_2021_05_20_180.jpg,"{'Flower': 5, 'Bud': 26, 'Green Fruit': 23}","{'Flowerrotation': 3, 'Green Fruitrotation': 9, 'Budrotation': 22}"
45_2021_06_06_193.jpg,"{'Green Fruit': 42, 'Bud': 1}","{'Green Fruitrotation': 22, 'Budrotation': 1}"
45_2021_06_17_205.jpg,"{'Green Fruit': 15, 'Red Fruit': 6}","{'Green Fruitrotation': 9, 'Red Fruitrotation': 5}"
45_2021_06_19_206.jpg,"{'Green Fruit': 16, 'Red Fruit': 4}","{'Red Fruitrotation': 3, 'Green Fruitrotation': 8}"
45_2021_07_03_218.jpg,{},{}
45_2021_07_09_221.jpg,{},{}
45_2022_04_11_73.jpg,{},{}
45_2022_05_17_97.jpg,"{'Bud': 26, 'Flower': 3}","{'Flowerrotation': 4, 'Budrotation': 20}"
45_2022_06_18_119.jpg,"{'Green Fruit': 9, 'Red Fruit': 3}","{'Green Fruitrotation': 8, 'Red Fruitrotation': 3}"
45_2022_07_02_128.jpg,{},{}
45_2022_07_07_130.jpg,{},{}
45_2023_04_22_11.jpg,{'Bud': 14},{'Budrotation': 13}
45_2023_05_24_35.jpg,"{'Bud': 27, 'Green Fruit': 38, 'Flower': 8}","{'Flowerrotation': 9, 'Green Fruitrotation': 18, 'Budrotation': 20}"
45_2023_06_15_53.jpg,"{'Red Fruit': 15, 'Green Fruit': 36}","{'Green Fruitrotation': 23, 'Red Fruitrotation': 7}"
45_2023_06_27_59.jpg,"{'Red Fruit': 12, 'Green Fruit': 7}","{'Red Fruitrotation': 10, 'Green Fruitrotation': 8}"
45_2023_06_30_60.jpg,"{'Red Fruit': 7, 'Green Fruit': 4}","{'Green Fruitrotation': 4, 'Red Fruitrotation': 4}"
46_2000_03_11_564.jpg,{},{'Budrotation': 1}
46_2000_03_21_574.jpg,{'Bud': 45},{'Budrotation': 44}
46_2000_03_27_579.jpg,{'Bud': 70},{'Budrotation': 54}
46_2000_03_28_581.jpg,{'Bud': 69},{'Budrotation': 57}
46_2000_04_04_587.jpg,"{'Bud': 53, 'Green Fruit': 1, 'Flower': 4}","{'Flowerrotation': 4, 'Budrotation': 45, 'Green Fruitrotation': 1}"
46_2000_04_05_589.jpg,"{'Bud': 66, 'Flower': 9}","{'Flowerrotation': 6, 'Budrotation': 46, 'Green Fruitrotation': 1}"
46_2015_01_01_2.jpg,"{'Red Fruit': 4, 'Green Fruit': 4}","{'Green Fruitrotation': 2, 'Red Fruitrotation': 3}"
46_2017_04_19_104.jpg,{'Bud': 71},{'Budrotation': 31}
46_2017_05_03_94.jpg,"{'Bud': 18, 'Green Fruit': 16, 'Flower': 2}","{'Green Fruitrotation': 7, 'Budrotation': 12, 'Flowerrotation': 1}"
46_2017_05_10_114.jpg,"{'Flower': 5, 'Bud': 6, 'Green Fruit': 21}","{'Green Fruitrotation': 14, 'Flowerrotation': 4, 'Budrotation': 7}"
46_2017_05_25_128.jpg,"{'Green Fruit': 32, 'Bud': 1}","{'Green Fruitrotation': 22, 'Budrotation': 1}"
46_2017_06_16_145.jpg,"{'Green Fruit': 5, 'Red Fruit': 3}","{'Green Fruitrotation': 4, 'Red Fruitrotation': 3}"
46_2017_06_22_151.jpg,{'Green Fruit': 2},{'Green Fruitrotation': 2}
46_2018_05_22_611.jpg,"{'Green Fruit': 17, 'Bud': 1}","{'Green Fruitrotation': 11, 'Budrotation': 1}"
46_2018_06_15_632.jpg,"{'Green Fruit': 3, 'Red Fruit': 6}","{'Green Fruitrotation': 3, 'Red Fruitrotation': 5}"
46_2018_06_18_634.jpg,"{'Green Fruit': 3, 'Red Fruit': 2}","{'Red Fruitrotation': 1, 'Green Fruitrotation': 2}"
46_2018_06_21_637.jpg,"{'Red Fruit': 2, 'Green Fruit': 1}","{'Red Fruitrotation': 2, 'Green Fruitrotation': 1}"
46_2018_06_27_642.jpg,{},{}
46_2018_06_30_645.jpg,{},{}
46_2018_07_10_652.jpg,{},{}
46_2019_04_18_282.jpg,{'Bud': 47},"{'Budrotation': 27, 'Flowerrotation': 1}"
46_2019_06_05_325.jpg,"{'Green Fruit': 23, 'Red Fruit': 1}",{'Green Fruitrotation': 16}
46_2019_06_15_334.jpg,"{'Green Fruit': 12, 'Red Fruit': 1}","{'Red Fruitrotation': 1, 'Green Fruitrotation': 5}"
46_2019_06_19_337.jpg,"{'Red Fruit': 4, 'Green Fruit': 7}","{'Green Fruitrotation': 6, 'Red Fruitrotation': 4}"
46_2019_06_29_344.jpg,{'Red Fruit': 1},{'Red Fruitrotation': 1}
46_2019_07_09_351.jpg,{},{}
46_2019_07_18_358.jpg,{},{}
46_2019_07_24_361.jpg,{},{}
46_2019_07_26_363.jpg,{},{}
46_2020_04_16_380.jpg,{'Bud': 68},{'Budrotation': 56}
46_2020_04_21_386.jpg,"{'Bud': 65, 'Flower': 2}","{'Flowerrotation': 2, 'Budrotation': 54}"
46_2020_04_27_397.jpg,"{'Bud': 32, 'Green Fruit': 14, 'Flower': 12}","{'Flowerrotation': 9, 'Budrotation': 22, 'Green Fruitrotation': 8}"
46_2020_04_29_401.jpg,"{'Bud': 44, 'Flower': 10, 'Green Fruit': 15}","{'Flowerrotation': 4, 'Budrotation': 23, 'Green Fruitrotation': 8}"
46_2020_05_06_407.jpg,"{'Green Fruit': 31, 'Flower': 2, 'Bud': 27}","{'Green Fruitrotation': 12, 'Flowerrotation': 2, 'Budrotation': 20}"
46_2020_05_30_429.jpg,"{'Green Fruit': 38, 'Red Fruit': 5, 'Bud': 1}","{'Green Fruitrotation': 15, 'Red Fruitrotation': 3}"
46_2020_06_04_436.jpg,"{'Green Fruit': 21, 'Red Fruit': 8}","{'Green Fruitrotation': 8, 'Red Fruitrotation': 3}"
46_2020_06_08_440.jpg,"{'Red Fruit': 3, 'Green Fruit': 14}","{'Red Fruitrotation': 3, 'Budrotation': 1, 'Green Fruitrotation': 5}"
46_2020_06_11_444.jpg,"{'Red Fruit': 5, 'Green Fruit': 10}","{'Green Fruitrotation': 5, 'Red Fruitrotation': 5}"
46_2020_07_08_466.jpg,{},{}
46_2020_07_10_468.jpg,{},{}
46_2020_07_13_470.jpg,{},{}
46_2020_07_17_515.jpg,{},{}
46_2021_03_30_165.jpg,{'Bud': 20},{'Budrotation': 15}
46_2021_04_06_196.jpg,{'Bud': 88},{'Budrotation': 81}
46_2021_04_08_170.jpg,{'Bud': 76},{'Budrotation': 22}
46_2021_04_09_171.jpg,{'Bud': 70},{'Budrotation': 9}
46_2021_04_18_178.jpg,"{'Bud': 105, 'Flower': 5}","{'Flowerrotation': 4, 'Budrotation': 71}"
46_2021_04_19_183.jpg,"{'Bud': 70, 'Flower': 13}","{'Flowerrotation': 10, 'Budrotation': 51}"
46_2021_04_21_192.jpg,"{'Bud': 111, 'Flower': 6}","{'Budrotation': 72, 'Flowerrotation': 5}"
46_2021_05_06_206.jpg,"{'Bud': 62, 'Flower': 5, 'Green Fruit': 26}","{'Flowerrotation': 2, 'Budrotation': 41, 'Green Fruitrotation': 10}"
46_2021_05_20_219.jpg,"{'Flower': 3, 'Green Fruit': 50, 'Bud': 7}","{'Flowerrotation': 1, 'Budrotation': 4, 'Green Fruitrotation': 20}"
46_2021_05_31_228.jpg,"{'Green Fruit': 28, 'Red Fruit': 5, 'Bud': 3}","{'Green Fruitrotation': 19, 'Red Fruitrotation': 3, 'Budrotation': 2}"
46_2021_06_02_231.jpg,"{'Green Fruit': 24, 'Bud': 1, 'Red Fruit': 1}","{'Green Fruitrotation': 9, 'Red Fruitrotation': 1, 'Budrotation': 1}"
46_2021_06_15_241.jpg,"{'Green Fruit': 5, 'Red Fruit': 1, 'Bud': 1}","{'Red Fruitrotation': 1, 'Green Fruitrotation': 2}"
46_2021_07_08_259.jpg,{},{}
46_2021_07_13_263.jpg,{},{}
46_2021_07_16_265.jpg,{},{}
46_2022_03_31_483.jpg,{'Bud': 7},{'Budrotation': 3}
46_2022_04_11_488.jpg,{'Bud': 32},{'Budrotation': 29}
46_2022_04_21_497.jpg,{'Bud': 46},{'Budrotation': 37}
46_2022_04_25_505.jpg,{'Bud': 53},{'Budrotation': 44}
46_2022_04_29_510.jpg,"{'Green Fruit': 4, 'Bud': 35, 'Flower': 2}","{'Budrotation': 29, 'Flowerrotation': 2, 'Green Fruitrotation': 1}"
46_2022_04_30_511.jpg,"{'Bud': 26, 'Flower': 1, 'Green Fruit': 1}","{'Flowerrotation': 1, 'Budrotation': 16}"
46_2022_05_02_514.jpg,"{'Bud': 32, 'Green Fruit': 5, 'Flower': 1}","{'Flowerrotation': 1, 'Budrotation': 24, 'Green Fruitrotation': 2}"
46_2022_05_13_521.jpg,"{'Bud': 7, 'Green Fruit': 14}","{'Green Fruitrotation': 11, 'Budrotation': 4, 'Flowerrotation': 1}"
46_2022_05_19_525.jpg,{'Green Fruit': 16},{'Green Fruitrotation': 13}
46_2022_06_13_542.jpg,{'Green Fruit': 4},"{'Budrotation': 3, 'Green Fruitrotation': 1}"
46_2022_06_17_545.jpg,{},{}
46_2022_06_18_546.jpg,{},{}
46_2023_04_03_4.jpg,{},{}
46_2023_04_08_7.jpg,{'Bud': 59},{'Budrotation': 50}
46_2023_04_13_10.jpg,{'Bud': 91},{'Budrotation': 66}
46_2023_05_09_36.jpg,"{'Flower': 3, 'Bud': 35, 'Green Fruit': 30}","{'Red Fruitrotation': 5, 'Budrotation': 28, 'Green Fruitrotation': 15, 'Flowerrotation': 3}"
46_2023_05_27_53.jpg,"{'Green Fruit': 58, 'Red Fruit': 2, 'Bud': 9}","{'Green Fruitrotation': 26, 'Budrotation': 5, 'Red Fruitrotation': 1, 'Flowerrotation': 1}"
46_2023_06_20_73.jpg,"{'Green Fruit': 17, 'Red Fruit': 5}","{'Green Fruitrotation': 11, 'Red Fruitrotation': 4, 'Budrotation': 1}"
46_2023_06_21_74.jpg,"{'Green Fruit': 13, 'Red Fruit': 3}","{'Green Fruitrotation': 10, 'Red Fruitrotation': 3}"
9_2000_03_13_161.jpg,{},{}
9_2000_03_18_165.jpg,{},{}
9_2000_03_19_166.jpg,{},{}
9_2000_03_26_173.jpg,{},{}
9_2000_03_27_174.jpg,{},{}
9_2000_04_09_185.jpg,{},{}
9_2018_05_22_196.jpg,{'Bud': 1},{}
9_2018_05_28_202.jpg,{'Bud': 1},{'Budrotation': 1}
9_2018_05_29_203.jpg,{'Bud': 1},{'Budrotation': 1}
9_2018_06_06_212.jpg,{'Bud': 1},{'Budrotation': 1}
9_2018_06_12_217.jpg,{},{}
9_2018_06_16_221.jpg,{},{}
9_2018_06_19_223.jpg,{},{'Red Fruitrotation': 1}
9_2018_06_20_224.jpg,{},{}
9_2018_06_21_225.jpg,{},{}
9_2018_07_05_236.jpg,{},{}
9_2019_04_27_262.jpg,{},{}
9_2019_04_29_263.jpg,{},{}
9_2019_05_10_272.jpg,{},{}
9_2019_05_15_276.jpg,{},{}
9_2019_05_27_286.jpg,{},{}
9_2019_06_05_294.jpg,{},{}
9_2019_07_03_314.jpg,{},{}
9_2019_07_04_315.jpg,{},{}
9_2019_07_06_317.jpg,{},{}
9_2019_07_09_319.jpg,{},{}
9_2019_07_18_327.jpg,{},{}
9_2019_08_02_335.jpg,{},{}
9_2020_04_06_336.jpg,{},{}
9_2020_04_08_338.jpg,{},{}
9_2020_05_01_362.jpg,{},{}
9_2020_05_26_382.jpg,"{'Bud': 11, 'Green Fruit': 3, 'Flower': 2}","{'Flowerrotation': 2, 'Budrotation': 7, 'Green Fruitrotation': 3}"
9_2020_05_27_383.jpg,"{'Bud': 9, 'Green Fruit': 3, 'Flower': 1}",{}
9_2020_06_01_387.jpg,{'Green Fruit': 8},{'Green Fruitrotation': 3}
9_2020_06_02_388.jpg,{'Green Fruit': 7},{'Green Fruitrotation': 7}
9_2020_06_11_397.jpg,{'Green Fruit': 7},{'Green Fruitrotation': 7}
9_2020_06_24_408.jpg,"{'Red Fruit': 1, 'Green Fruit': 4}",{}
9_2020_06_27_412.jpg,"{'Red Fruit': 3, 'Green Fruit': 1}","{'Red Fruitrotation': 3, 'Green Fruitrotation': 1}"
9_2020_07_21_432.jpg,{},{}
9_2020_07_24_434.jpg,{},{}
9_2021_04_06_69.jpg,{'Bud': 1},{}
9_2021_04_16_78.jpg,{'Bud': 6},{}
9_2021_05_08_98.jpg,"{'Bud': 23, 'Green Fruit': 5}",{'Budrotation': 4}
9_2021_06_18_131.jpg,"{'Green Fruit': 13, 'Red Fruit': 5}","{'Red Fruitrotation': 5, 'Green Fruitrotation': 5}"
9_2021_06_22_135.jpg,"{'Red Fruit': 13, 'Green Fruit': 2}","{'Red Fruitrotation': 9, 'Green Fruitrotation': 1}"
9_2021_07_01_144.jpg,{'Red Fruit': 3},{'Red Fruitrotation': 3}
9_2021_07_09_146.jpg,{},{}
9_2022_03_31_2.jpg,{},{}
9_2022_06_08_44.jpg,{'Bud': 5},{'Budrotation': 5}
9_2022_07_01_58.jpg,{},{}
9_2022_07_09_63.jpg,{},{}
9_2023_04_13_441.jpg,{'Bud': 21},{'Budrotation': 13}
9_2023_05_01_453.jpg,"{'Bud': 43, 'Flower': 8}","{'Flowerrotation': 7, 'Budrotation': 21}"
9_2023_05_02_454.jpg,"{'Flower': 8, 'Bud': 52}","{'Flowerrotation': 5, 'Budrotation': 26}"
9_2023_05_09_458.jpg,"{'Green Fruit': 12, 'Bud': 44}",{'Budrotation': 23}
9_2023_05_11_459.jpg,"{'Green Fruit': 13, 'Bud': 47, 'Flower': 3}","{'Green Fruitrotation': 4, 'Budrotation': 4, 'Flowerrotation': 1}"
9_2023_05_12_460.jpg,{},{}
9_2023_05_23_471.jpg,{},"{'Budrotation': 10, 'Green Fruitrotation': 5, 'Flowerrotation': 1}"
9_2023_05_25_473.jpg,{},{'Green Fruitrotation': 2}
